violation_id,inspection_id,business_id,violation_description,risk_category
119058:2024-01-17:0:0,119058:2024-01-17:0,119058,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
119058:2024-01-17:0:1,119058:2024-01-17:0,119058,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
119058:2025-02-20:0:0,119058:2025-02-20:0,119058,"Maintain toilet facilities clean, sanitary, and in good repair. Toilet rooms shall be separated by a well-fitting self-closing door. Toilet tissue shall be provided in a permanently installed dispenser at each toilet. The number of toilet facilities shall be in accordance with local building and plumbing ordinances. Toilet facilities shall be provided for patrons: in establishments where there is onsite consumption of food; with more than 20,000 sq ft.; establishments offering on-site liquor consumption.",
119058:2025-02-20:0:1,119058:2025-02-20:0,119058,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
119061:2025-01-03:0:0,119061:2025-01-03:0,119061,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
119061:2025-01-03:0:1,119061:2025-01-03:0,119061,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
119068:2024-11-07:0:0,119068:2024-11-07:0,119068,"Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.",
119068:2024-11-07:0:1,119068:2024-11-07:0,119068,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
119068:2024-11-19:0:0,119068:2024-11-19:0,119068,"Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.",
119068:2024-11-19:0:1,119068:2024-11-19:0,119068,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
119083:2025-01-29:0:0,119083:2025-01-29:0,119083,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
119083:2025-01-29:0:1,119083:2025-01-29:0,119083,Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.,
119083:2025-01-29:0:2,119083:2025-01-29:0,119083,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
119083:2025-01-29:0:3,119083:2025-01-29:0,119083,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
119083:2025-01-29:0:4,119083:2025-01-29:0,119083,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
119119:2025-01-09:0:0,119119:2025-01-09:0,119119,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
119119:2025-01-09:0:1,119119:2025-01-09:0,119119,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
119119:2025-11-07:0:0,119119:2025-11-07:0,119119,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
119119:2025-11-07:0:1,119119:2025-11-07:0,119119,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
119133:2025-01-30:0:0,119133:2025-01-30:0,119133,"Maintain onsite an accurate, easily readable metal probe thermometer suitable for measuring temperature of food shall be available. A display thermometer +/- 2F shall be provided for each hot and cold holding unit of potentially hazardous foods and high temperature warewashing machines.",
119133:2025-01-30:0:1,119133:2025-01-30:0,119133,"Provide training to staff regarding safe food handling practices, adequate allergen knowledge and/or assigned duties.",
119133:2025-01-30:0:2,119133:2025-01-30:0,119133,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
119154:2025-05-07:0:0,119154:2025-05-07:0,119154,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
119154:2025-05-07:0:1,119154:2025-05-07:0,119154,"Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.",
119154:2025-11-20:0:0,119154:2025-11-20:0,119154,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.",
119154:2025-11-20:0:1,119154:2025-11-20:0,119154,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
119154:2025-11-20:0:2,119154:2025-11-20:0,119154,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
119154:2025-11-20:0:3,119154:2025-11-20:0,119154,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
119159:2024-06-25:0:0,119159:2024-06-25:0,119159,Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.,
119159:2024-06-25:0:1,119159:2024-06-25:0,119159,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
119159:2024-06-25:0:2,119159:2024-06-25:0,119159,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
119172:2024-08-13:0:0,119172:2024-08-13:0,119172,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
119172:2024-08-13:0:1,119172:2024-08-13:0,119172,"Maintain toilet facilities clean, sanitary, and in good repair. Toilet rooms shall be separated by a well-fitting self-closing door. Toilet tissue shall be provided in a permanently installed dispenser at each toilet. The number of toilet facilities shall be in accordance with local building and plumbing ordinances. Toilet facilities shall be provided for patrons: in establishments where there is onsite consumption of food; with more than 20,000 sq ft.; establishments offering on-site liquor consumption.",
119172:2024-08-13:0:2,119172:2024-08-13:0,119172,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
119172:2024-08-13:0:3,119172:2024-08-13:0,119172,"Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment.",
119172:2024-08-13:0:4,119172:2024-08-13:0,119172,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
119172:2025-05-22:0:0,119172:2025-05-22:0,119172,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
119172:2025-05-22:0:1,119172:2025-05-22:0,119172,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
119172:2025-05-22:0:2,119172:2025-05-22:0,119172,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
119172:2025-05-22:0:3,119172:2025-05-22:0,119172,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
119172:2025-05-22:0:4,119172:2025-05-22:0,119172,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
119172:2025-05-22:0:5,119172:2025-05-22:0,119172,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
119172:2026-01-06:0:0,119172:2026-01-06:0,119172,Maintain shell fish tags with the stock until the container is empty. Retain all shell fish tags for at least 90 days in chronological order. Discontinue commingling (blending together) shell stock from different harvest dates and locations to prevent cross contamination.,
119172:2026-01-06:0:1,119172:2026-01-06:0,119172,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
119172:2026-01-06:0:2,119172:2026-01-06:0,119172,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
119172:2026-01-06:0:3,119172:2026-01-06:0,119172,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
119172:2026-05-13:0:0,119172:2026-05-13:0,119172,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
119172:2026-05-13:0:1,119172:2026-05-13:0,119172,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.,  - Food, equipment, or utensils that are found to be unsanitary or in disrepair may be Voluntarily Condemned and Destroyed by the person in charge., 1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields.",
119172:2026-05-13:0:2,119172:2026-05-13:0,119172,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
119172:2026-05-13:0:3,119172:2026-05-13:0,119172,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
119172:2026-05-13:0:4,119172:2026-05-13:0,119172,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
119172:2026-05-13:0:5,119172:2026-05-13:0,119172,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
119172:2026-05-13:0:6,119172:2026-05-13:0,119172,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
119172:2026-05-13:0:7,119172:2026-05-13:0,119172,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
119172:2026-05-13:0:8,119172:2026-05-13:0,119172,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
119172:2026-05-26:0:0,119172:2026-05-26:0,119172,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
119172:2026-05-26:0:1,119172:2026-05-26:0,119172,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
119172:2026-05-26:0:2,119172:2026-05-26:0,119172,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
119176:2024-01-18:1:0,119176:2024-01-18:1,119176,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
119176:2024-01-18:1:1,119176:2024-01-18:1,119176,"Label all potentially hazardous foods for use with Time as a Public Health Control implementation with the date and discard time. The discard time shall be 4 hours after food preparation has begun or after removing from proper temperature controls of 41°F or 135°F. Discard potentially hazardous foods, under Time as a Public Health Control, when 4 hours have elapsed. Obtain written approval for Time as Public Health Control from San Francisco Environmental Health.",
119176:2024-01-18:1:2,119176:2024-01-18:1,119176,Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name.,
119176:2024-01-18:1:3,119176:2024-01-18:1,119176,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
119176:2024-01-18:1:4,119176:2024-01-18:1,119176,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
119176:2024-05-15:0:0,119176:2024-05-15:0,119176,"Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment.",
119176:2024-05-15:0:1,119176:2024-05-15:0,119176,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
119176:2024-05-15:0:2,119176:2024-05-15:0,119176,Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.,
119176:2024-05-15:0:3,119176:2024-05-15:0,119176,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
119179:2024-07-29:0:0,119179:2024-07-29:0,119179,Discontinue misbranding foods to mislead consumers.,
119179:2024-07-29:0:1,119179:2024-07-29:0,119179,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
119179:2024-07-29:0:2,119179:2024-07-29:0,119179,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
119212:2025-03-21:0:0,119212:2025-03-21:0,119212,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
119293:2024-05-23:0:0,119293:2024-05-23:0,119293,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
119293:2024-05-23:0:1,119293:2024-05-23:0,119293,Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.,
119293:2024-05-23:0:2,119293:2024-05-23:0,119293,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
119293:2025-05-23:0:0,119293:2025-05-23:0,119293,"- Food, equipment, or utensils that are found to be unsanitary or in disrepair may be Voluntarily Condemned and Destroyed by the person in charge.",
119293:2025-05-23:0:1,119293:2025-05-23:0,119293,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
119293:2025-05-23:0:2,119293:2025-05-23:0,119293,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
119293:2025-05-23:0:3,119293:2025-05-23:0,119293,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
119293:2025-06-06:0:0,119293:2025-06-06:0,119293,"- Food, equipment, or utensils that are found to be unsanitary or in disrepair may be Voluntarily Condemned and Destroyed by the person in charge.",
119293:2025-06-06:0:1,119293:2025-06-06:0,119293,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
119306:2024-03-26:0:0,119306:2024-03-26:0,119306,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
119306:2024-03-26:0:1,119306:2024-03-26:0,119306,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
119306:2024-03-26:0:2,119306:2024-03-26:0,119306,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
119344:2024-02-28:0:0,119344:2024-02-28:0,119344,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
119344:2024-02-28:0:1,119344:2024-02-28:0,119344,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
119344:2024-02-28:0:2,119344:2024-02-28:0,119344,Maintain shell fish tags with the stock until the container is empty. Retain all shell fish tags for at least 90 days in chronological order. Discontinue commingling (blending together) shell stock from different harvest dates and locations to prevent cross contamination.,
119344:2026-04-22:0:0,119344:2026-04-22:0,119344,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
119344:2026-04-22:0:1,119344:2026-04-22:0,119344,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
119344:2026-04-22:0:2,119344:2026-04-22:0,119344,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
119344:2026-04-22:0:3,119344:2026-04-22:0,119344,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
119349:2024-07-11:0:0,119349:2024-07-11:0,119349,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
119349:2024-07-11:0:1,119349:2024-07-11:0,119349,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.,  - Submit additional documents as instructed.",
119349:2024-07-11:0:2,119349:2024-07-11:0,119349,"Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline.",
119349:2024-07-11:0:3,119349:2024-07-11:0,119349,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.,  - IMMEDIATE HEALTH PERMIT SUSPENSION AND CLOSURE The permit to operate the above named food facility is hereby temporarily suspended, and the facility is ordered immediately closed under the authority of Sections 114405 and 114409 of Division 104, Part 7, Chapter 13, Article 3 of the California Health and Safety Code and/or City and County of San Francisco Health Code §§ 440 (j) and 440.1. The attached Inspection Report specifies the conditions that warrant this closure and the Sections of the law that are being violated. Any food facility for which the permit has been temporarily suspended shall cease all food handling, close and remain closed until all conditions warranting the closure are corrected and your permit has been reinstated by a representative of Environmental Health.   You are hereby notified that you have the right to request a hearing, within 15 calendar days after service of this Notice to show cause why the permit suspension is not warranted. Your failure to request a hearing within 15 calendar days shall be deemed a waiver of your right to a hearing.   An owner, manager or operator who fails to comply with this Closure Notice may be found guilty of a misdemeanor, with a possible fine of $1,000.00 and/or imprisonment for not more than six months for each offense. This Health Permit Suspension and Closure Notice is issued to you under the authority of the California Health and Safety Code, Division 104, Part 7, Chapter 13, Article 3. Copies of the Code Sections referred to herein may be reviewed at most public libraries, the Internet, or at Environmental Health. Contact this office at the number noted above, during normal days of business to request a re-inspection, or if you have any questions. If you are calling after 4:30 pm or on weekends, leave a message at (415) 252-3800 and an inspector/on call staff will call you back at their earliest convenience.   The CLOSED placard was issued and posted this date. The Closure placard shall not be removed, moved, blocked, or obstructed in any manner. The Closure placard shall only be removed by an inspector from this Department.",
119349:2024-07-11:0:4,119349:2024-07-11:0,119349,Discard all contaminated/adulterated food immediately if it bears or contains any poisonous or deleterious substance that may render it impure or injurious to health.,
119349:2024-07-11:0:5,119349:2024-07-11:0,119349,"Administer all pesticides through a state licensed pest control operator. Immediately discontinue the use of unapproved pesticide at the food facility. Store all poisonous substances, detergents, bleaches, and cleaning compounds away from food, utensils, packaging materials, and food-contact surfaces. Provide label to working containers of chemicals taken from bulk supplies with the common name of the material. Provide legible manufacturer's label to containers of poisonous or toxic materials and personal care items.",
119349:2024-07-18:0:0,119349:2024-07-18:0,119349,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
119349:2024-08-05:0:0,119349:2024-08-05:0,119349,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
119349:2025-04-29:0:0,119349:2025-04-29:0,119349,"Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment.",
119349:2025-04-29:0:1,119349:2025-04-29:0,119349,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
119349:2025-04-29:0:2,119349:2025-04-29:0,119349,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.,  - Submit additional documents as instructed.",
119349:2025-04-29:0:3,119349:2025-04-29:0,119349,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
